ind,name,michelin_award,city,country,lat,lon,image,chef,cuisine1,url,url2,Hotel_Name,h_lat,h_lon
406,Chugoku Hanten Kohakukyu (Amber Palace),ONE_STAR,Tokyo,Japan,35.6852421,139.7616836,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/29a27949-7c5d-44c0-8ead-abe122839805.jpg,Kwok FAI Tang,Chinese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/chugoku-hanten-kohakukyu-amber-palace,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chugoku-hanten-kohakukyu-amber-palace,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
407,Chugokusai S.Sawada,ONE_STAR,Osaka,Japan,34.696264,135.505146,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0a8806c5-a54c-4454-baab-dd5153523f65.jpeg,Shuhei SAWADA,Chinese,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/chugokusai-s-sawada,https://guide.michelin.com/en/osaka-region/osaka/restaurant/chugokusai-s-sawada,Osaka Marriott Miyako Hotel,34.6457953,135.5142975
408,Chukasoba Ginza Hachigou,ONE_STAR,Tokyo,Japan,35.6705747,139.7701799,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f4c2f090-e6f4-43be-9a4a-bd1af6ea7a10.JPG,,Ramen,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/chukasoba-ginza-hachigo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chukasoba-ginza-hachigo,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
409,Château Blanchard,ONE_STAR,Chazelles-sur-Lyon,France,45.63602,4.38536,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a364529f-ed44-4124-b580-ed95b7ee35b4.jpg,Sylvain Roux,Modern Cuisine,https://guide.michelin.com/en/auvergne-rhone-alpes/chazelles-sur-lyon/restaurant/chateau-blanchard,https://guide.michelin.com/en/auvergne-rhone-alpes/chazelles-sur-lyon/restaurant/chateau-blanchard,"Cour des Loges Lyon, a member of Radisson Individuals",45.7633552,4.8273366
410,Château de Mazan,ONE_STAR,Mazan,France,44.0561349,5.1271665,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/95c07fb5-2428-4eca-8acb-aef148d335e4.jpg,Christophe Schuffenecker,Modern Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/mazan/restaurant/la-salle-a-manger-du-chateau-de-mazan,https://guide.michelin.com/en/provence-alpes-cote-dazur/mazan/restaurant/la-salle-a-manger-du-chateau-de-mazan,Auberge de Cassagne & Spa | Hotel 5 étoiles Avignon,43.9604759,4.8752059
411,Château de Sully,ONE_STAR,Bayeux,France,49.2993518,-0.7316203,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/563d8fad-db32-4f54-a05a-2f0ce08924ca.JPG,Nicolas Fages,Modern Cuisine,https://guide.michelin.com/en/normandie/bayeux/restaurant/chateau-de-sully,https://guide.michelin.com/en/normandie/bayeux/restaurant/chateau-de-sully,Hôtel Mercure Omaha Beach,49.3411674,-0.768303
412,Château du Mylord,TWO_STARS,Ellezelles,Belgium,50.7298541,3.6736201,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/bb8071f04f314f8abbc93d63d826806d,Jean-Baptiste Thomaes,Contemporary,https://guide.michelin.com/en/hainaut/ellezelles/restaurant/chateau-du-mylord,https://guide.michelin.com/en/hainaut/ellezelles/restaurant/chateau-du-mylord,Vakantiewoning Quadratum 1769,50.8404233,3.8875364
413,Cibo,ONE_STAR,Dijon,France,47.3219201,5.0455563,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4b450ab6-041d-44fc-ab57-2ff745b24e8b.jpg,Angelo Ferrigno,Modern Cuisine,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/cibo,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/cibo,Hotel Stars Dijon,47.2812194,5.0193361
414,Ciel Bleu,TWO_STARS,Amsterdam,Netherlands,52.3486359,4.8928264,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/98de90ff-6110-4bdb-91fe-0cd5742c671e.jpg,,Creative,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/ciel-bleu,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/ciel-bleu,Alp de Veenen Boutique Hotel,52.3006259,4.852438
415,Cielo,ONE_STAR,Ostuni,Italy,40.7344962,17.5791501,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8e038e155e904388b2bba9568e28ba6a,Andrea Cannalire,Creative,https://guide.michelin.com/en/puglia/ostuni/restaurant/cielo,https://guide.michelin.com/en/puglia/ostuni/restaurant/cielo,Masseria Grieco,40.6942291,17.5039958
416,Cinc Sentits,TWO_STARS,Barcelona,Spain,41.3784999,2.1521767,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/595e800ce96644b286e474bd4f539937,Jordi Artal Patnaik,Creative,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cinc-sentits,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cinc-sentits,Hotel Majestic,41.3935221,2.163977
417,Cipriani,ONE_STAR,Rio de Janeiro,Brazil,-22.9670428,-43.1794682,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/eca0e69d-d7fb-4c41-8b25-78a3b1ec4e39.jpg,Aniello Cassese,Italian,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,JW Marriott Hotel Rio de Janeiro,-22.9722307,-43.1858418
418,City Social,ONE_STAR,London,United Kingdom,51.5151615,-0.0840542,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f19786c9375245f7a24c8c59f7972109,Dan Birk,Modern Cuisine,https://guide.michelin.com/gb/en/greater-london/london/restaurant/city-social,https://guide.michelin.com/en/greater-london/london/restaurant/city-social,Knightsbridge Hotel,51.4982441,-0.1643075
419,Clairefontaine,ONE_STAR,Luxembourg,Luxembourg,49.609734,6.1334169,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/73d0915cee9546c4b02cef29833f6f85,Arnaud Magnier,Creative French,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/clairefontaine,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/clairefontaine,Victor's Residenz-Hotel Schloss Berg,49.5358905,6.3866857
420,Claro,ONE_STAR,New York,United States,40.677395,-73.98615,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dd7b314d90b04ebc86e4cfe7cd3c005a,TJ Steele,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,https://guide.michelin.com/en/new-york-state/new-york/restaurant/claro,The Greenwich Hotel,40.719822,-74.0098607
421,Claude Bosi at Bibendum,TWO_STARS,London,United Kingdom,51.4933623,-0.1688013,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/91c5170488b844239aa6b2a212416aeb,Claude Bosi,French,https://guide.michelin.com/gb/en/greater-london/london/restaurant/claude-bosi-at-bibendum,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-at-bibendum,Knightsbridge Hotel,51.4982441,-0.1643075
422,Clock House,ONE_STAR,Ripley,United Kingdom,51.3003436,-0.4926149,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7a2ff9b3d74b49d6a7dedeba81a73978,Paul Nicholson,Modern Cuisine,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,https://guide.michelin.com/en/surrey/ripley/restaurant/clock-house,Coworth Park,51.4044647,-0.6165975
423,Clos Madrid,ONE_STAR,Madrid,Spain,40.4465794,-3.6999179,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9e543987ab354e278d4bbdd034123daf,Alberto Palomino Rojo,Modern Cuisine,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/clos-madrid,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/clos-madrid,Relais & Chateaux Heritage Madrid Hotel ® - WEB OFICIAL,40.434877,-3.6789438
424,Clostermanns Le Gourmet,ONE_STAR,Niederkassel,Germany,50.8194062,7.0665535,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/54d39a87-f155-4903-a3a1-00b49981e5ef.jpg,Thomas Gilles,Creative,https://guide.michelin.com/en/nordrhein-westfalen/niederkassel/restaurant/le-gourmet476955,https://guide.michelin.com/en/nordrhein-westfalen/niederkassel/restaurant/le-gourmet476955,Althoff Grandhotel Schloss Bensberg,50.9669161,7.1621464
425,Cloudstreet,ONE_STAR,Singapore,Singapore,1.280977,103.8470099,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a4380f76b9eb43b9b12b8dc429bb862d,,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cloudstreet,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cloudstreet,Four Seasons Hotel Singapore,1.3050626,103.8286083
426,Clovis,ONE_STAR,Tourrettes-sur-Loup,France,43.7154,7.05873,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ed60a746-780c-4617-9d59-aa77e330597c.jpg,Julien Bousseau,Modern Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/tourrettes-sur-loup/restaurant/clovis,https://guide.michelin.com/en/provence-alpes-cote-dazur/tourrettes-sur-loup/restaurant/clovis,Château Saint-Martin & Spa,43.7310109,7.1066217
427,Club Gascon,ONE_STAR,London,United Kingdom,51.5185583,-0.100421,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/04915b5e7647426baac23139d53fbd7d,Pascal Aussignac,French,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,https://guide.michelin.com/en/greater-london/london/restaurant/club-gascon,Knightsbridge Hotel,51.4982441,-0.1643075
428,Cocina Hermanos Torres,TWO_STARS,Barcelona,Spain,41.3865273,2.1400168,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/efa00beced0942519621a2f649eff1a8,Javier y Sergio Torres Martínez,Creative,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cocina-hermanos-torres,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cocina-hermanos-torres,Hotel Majestic,41.3935221,2.163977
429,Coeur D'Artichaut,ONE_STAR,Münster,Germany,51.9638925,7.6294251,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/fb825658-a5c6-46fd-9662-3fa59eacce57.jpg,Frédéric Morel,Modern French,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/coeur-d-artichaut,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/coeur-d-artichaut,Hotel Kaiserhof Muenster,51.9579704,7.6343008
430,Coi,TWO_STARS,San Francisco,United States,37.7981895,-122.4033677,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/68664adf-d948-4849-8f26-a8209f9d18f5.jpg,Daniel Patterson,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,https://guide.michelin.com/en/california/san-francisco/restaurant/coi,Mansion on Sutter - Luxury 5 Star Boutique Hotel in San Francisco,37.7870775,-122.4238528
431,Colette,ONE_STAR,Saint-Tropez,France,43.26579,6.65567,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ba0cb072-bd5f-460c-84f4-70adacf004d8.jpg,Philippe Colinet,Modern Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/colette-1192024,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/colette-1192024,Hotel Sezz Saint-tropez,43.2636929,6.6695433
432,Colline Ciociare,ONE_STAR,Acuto,Italy,41.7921649,13.1806079,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/caac19eb1c6e4e738600785aae2661d4,Salvatore Tassa,Creative,https://guide.michelin.com/en/lazio/acuto/restaurant/colline-ciociare,https://guide.michelin.com/en/lazio/acuto/restaurant/colline-ciociare,Hotel Fiuggi Terme Resort & Spa,41.7871137,13.2276415
433,Comice,ONE_STAR,Paris,France,48.8497,2.27609,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e2c73639-af57-4c79-8f21-a385fa3dcce8.jpg,Noam Gedalof,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/comice,https://guide.michelin.com/en/ile-de-france/paris/restaurant/comice,Luna Park Hôtel,48.8644869,2.3730638
434,Comme chez Soi,TWO_STARS,Brussels,Belgium,50.8423511,4.3459079,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ae5adde9d58642cc8d8769b905597779,Lionel Rigolet,Classic Cuisine,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/comme-chez-soi113872,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/comme-chez-soi113872,Steigenberger Wiltcher's,50.8324684,4.3574779
435,Commis,TWO_STARS,Oakland,United States,37.8246825,-122.254846,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/68325fc7-6142-49d3-98d1-8198a9428464.jpg,James Syhabout,Contemporary,https://guide.michelin.com/us/en/california/oakland/restaurant/commis,https://guide.michelin.com/en/california/oakland/restaurant/commis,The St. Regis San Francisco,37.7861299,-122.4014681
436,ConFusion,ONE_STAR,Porto Cervo,Italy,41.1344195,9.5374048,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2894a1ae91274864a906e7a127a2bca2,Italo Bassi,Creative,https://guide.michelin.com/en/sardegna/porto-cervo/restaurant/confusion,https://guide.michelin.com/en/sardegna/porto-cervo/restaurant/confusion,"Hotel Cala di Volpe, a Luxury Collection Hotel, Costa Smeralda",41.0902083,9.5410047
437,Condita,ONE_STAR,Edinburgh,United Kingdom,55.9371375,-3.178817,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a80775a30e2449b1a2170e4991b16bc6,Conor Toomey,Modern Cuisine,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/condita,https://guide.michelin.com/en/city-of-edinburgh/edinburgh/restaurant/condita,The Witchery by the Castle,55.9487885,-3.1956276
438,Condividere,ONE_STAR,Turin,Italy,45.0802655,7.6911056,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8e8545126cb94bea8d40fe4776e8ea56,Federico Zanasi,Modern Cuisine,https://guide.michelin.com/en/piemonte/torino/restaurant/condividere,https://guide.michelin.com/en/piemonte/torino/restaurant/condividere,Grand Hotel Sitea,45.0652908,7.6841559
439,Contaminazioni Restaurant,ONE_STAR,Somma Vesuviana,Italy,40.8760367,14.4426613,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d989f31310214ec98dd2676e5594bb4e,Giuseppe Molaro,Italian Contemporary,https://guide.michelin.com/en/campania/somma-vesuviana/restaurant/contaminazioni-restaurant,https://guide.michelin.com/en/campania/somma-vesuviana/restaurant/contaminazioni-restaurant,Grand Hotel Parker's,40.8371067,14.2299864
440,Contra,ONE_STAR,New York,United States,40.719917,-73.98922,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8f6e9e11-7576-4efb-8566-7f1f569295c5.jpg,Jeremiah Stone,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,https://guide.michelin.com/en/new-york-state/new-york/restaurant/contra,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
441,Contraste,ONE_STAR,Milan,Italy,45.446095,9.17929,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8129a824-0e08-4a98-b0c0-c75175f7ca3c.jpg,Matias Perdomo,Modern Cuisine,https://guide.michelin.com/en/lombardia/milano/restaurant/contraste,https://guide.michelin.com/en/lombardia/milano/restaurant/contraste,Palazzo Parigi Hotel & Grand Spa Milano,45.4734193,9.1910818
442,Cookies Cream,ONE_STAR,Berlin,Germany,52.5163221,13.3880944,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3a9d11e3-9d95-47ca-9f6f-d6b6668e3f9c.jpg,Stephan Hentschel,Vegetarian,https://guide.michelin.com/en/berlin-region/berlin/restaurant/cookies-cream,https://guide.michelin.com/en/berlin-region/berlin/restaurant/cookies-cream,"Hotel de Rome, a Rocco Forte Hotel",52.5157832,13.3940615
443,Coque,TWO_STARS,Madrid,Spain,40.430643,-3.690676,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8c868efbbf47416daccac943e5363a81,Mario Sandoval,Creative,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/coque,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/coque,Hostal Felipe V,40.4197775,-3.7002552
444,Cordo,ONE_STAR,Berlin,Germany,52.5257173,13.3988326,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9c9ba65e-d8ef-487c-9b24-3221d39fe89d.jpeg,Yannick Stockhausen,Creative,https://guide.michelin.com/en/berlin-region/berlin/restaurant/cordo,https://guide.michelin.com/en/berlin-region/berlin/restaurant/cordo,"Hotel de Rome, a Rocco Forte Hotel",52.5157832,13.3940615
445,Coria,ONE_STAR,Caltagirone,Italy,37.2367,14.51403,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/196f3d40c73f4580ae860f949dca703c,Domenico Colonnetta,Modern Cuisine,https://guide.michelin.com/en/sicilia/caltagirone/restaurant/coria,https://guide.michelin.com/en/sicilia/caltagirone/restaurant/coria,Contea Di Wagner,37.4266357,14.7069473
446,Corner House,ONE_STAR,Singapore,Singapore,1.315121,103.8154,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/31f61ebada7c4e0d862fbcac29c2b284,,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,https://guide.michelin.com/en/singapore-region/singapore/restaurant/corner-house,"Mandarin Oriental, Singapore",1.2908185,103.8582972
447,Cornerstone,ONE_STAR,London,United Kingdom,51.5441399,-0.0255191,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dd6fd0cd58de4aba87ca144697769d7c,Tom Brown,Seafood,https://guide.michelin.com/gb/en/greater-london/london/restaurant/cornerstone,https://guide.michelin.com/en/greater-london/london/restaurant/cornerstone,The Montcalm Royal London House,51.5216694,-0.0855833
448,Corral de la Morería Gastronómico,ONE_STAR,Madrid,Spain,40.4128471,-3.7140918,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ba77d9b59ba74a7396fb6ec121a3cb62,David García Pereda,Modern Cuisine,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/corral-de-la-moreria-gastronomico,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/corral-de-la-moreria-gastronomico,Relais & Chateaux Heritage Madrid Hotel ® - WEB OFICIAL,40.434877,-3.6789438
449,Costes,ONE_STAR,Budapest,Hungary,47.4888947,19.0621394,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/13f3359337e2470cbbd8a99a072e0c91,,Modern Cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,https://guide.michelin.com/en/central-hungary/budapest/restaurant/costes,Planetcom Apartments,47.479172,19.100564
450,Costes Downtown,ONE_STAR,Budapest,Hungary,47.5011009,19.0486004,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c9a22af84ccf45ca8fef49080666dcec,,Modern Cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,https://guide.michelin.com/en/central-hungary/budapest/restaurant/costes-downtown,Corinthia Hotel Budapest,47.502665,19.066766
451,Cote,ONE_STAR,New York,United States,40.7414233,-73.9914627,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c203bb604dcd4873b49014d4c04a03ab,David Shim,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,https://guide.michelin.com/en/new-york-state/new-york/restaurant/cote,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
452,Cottage in the Wood,ONE_STAR,Braithwaite,United Kingdom,54.6089402,-3.2218372,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/77481bec40514c3caf3ceec0e645e1f5,Ben Wilkinson,Modern British,https://guide.michelin.com/gb/en/cumbria/braithwaite/restaurant/cottage-in-the-wood,https://guide.michelin.com/en/cumbria/braithwaite/restaurant/cottage-in-the-wood,Lodore Falls Hotel & Spa,54.5597328,-3.1391628
