name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
Ze Kitchen Galerie,William Ledeuil has breathed his love of Southeast Asian flavours,ONE_STAR,Paris,France,48.85513,2.3412194,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/63287678-0ca8-44ca-9355-2f93e1807de1.jpg,William Ledeuil,Creative,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/ze-kitchen-galerie,https://guide.michelin.com/en/ile-de-france/paris/restaurant/ze-kitchen-galerie
Zeezout,"Whether your fish is smoked or marinated, in a tempura",ONE_STAR,Rotterdam,Netherlands,51.9061331,4.4774595,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/06ea5314-3732-405c-9816-5435735408bb.jpg,,Seafood,French,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/zeezout,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/zeezout
Zeitwerk,"Young, fresh and creative are the best adjectives to describe",ONE_STAR,Wernigerode,Germany,51.8345337,10.7896325,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/35443b80-6442-4a1e-add7-230e6e4ec760.jpg,Robin Pietsch,Creative,Modern Cuisine,https://guide.michelin.com/en/sachsen-anhalt/wernigerode/restaurant/zeitwerk,https://guide.michelin.com/en/sachsen-anhalt/wernigerode/restaurant/zeitwerk
Zero Complex,"Increasingly assertive and self-assured, the evolution of Zero Complex",ONE_STAR,SEOUL,South Korea,37.55693,126.9781,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3d5fc530-dc4d-4603-b72a-2f4424f6705b.jpg,Chung-hoo LEE,Innovative,,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/zero-complex
Zeshin,"Sekine, the head chef, and Oishi, the waiter, are two",ONE_STAR,Osaka,Japan,34.696385,135.5024471,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e055e5186135466698ee3ba5232f32b7,Soichi SEKINE,Japanese,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/zeshin,https://guide.michelin.com/en/osaka-region/osaka/restaurant/zeshin
Zest by Konishi,"With its name that embodies freshness and seasonality, this two",ONE_STAR,Hong Kong,Hong Kong,22.2806256,114.1567709,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/07be5ace-e32d-4dbc-b45e-3a6000f07663.jpg,Mitsuru KONISHI,French Contemporary,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zest-by-konishi,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/zest-by-konishi
Zet'Joe by Geert Van Hecke,"Geert Van Hecke is a food mad, single - minded chef",ONE_STAR,Brugge,Belgium,51.2097162,3.2321611,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c8df7b80f2eb402987e3c2153630e9ba,Geert Van Hecke,Creative French,,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/zet-joe-by-geert-van-hecke,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/zet-joe-by-geert-van-hecke
Zhejiang Heen,The oversized Xihu picture on its wall is hard to,ONE_STAR,Hong Kong,Hong Kong,22.2787,114.17763,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b5c91481-bede-488b-a7e7-157f94d4041b.jpg,Kau Long POON,Zhejiang,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen
Zhiguan Courtyard,"This restaurant, annexed to an art gallery, sports a dining",ONE_STAR,Beijing,China Mainland,39.91405,116.409091,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dced57219d63477baa862a8d7320be94,,Dongbei,,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zhiguan,
Zi Yat Heen,"This spacious, elegant yet intimate restaurant boasts a glass-clad",ONE_STAR,Macau,Macau,22.145418,113.56152,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9563f5a7-abc0-4770-ac86-94e623d3ba1c.png,"Charles, Chi Choi CHEUNG",Cantonese,,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,https://guide.michelin.com/en/macau-region/macau/restaurant/zi-yat-heen
Zia,This restaurant in Trastevere is run by chef Antonio who,ONE_STAR,Rome,Italy,41.8870305,12.4679141,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7da6667e-893b-4ac7-9382-86aa87f1bf6d.JPG,Antonio Ziantoni,Modern Cuisine,Contemporary,https://guide.michelin.com/en/lazio/roma/restaurant/zia,https://guide.michelin.com/en/lazio/roma/restaurant/zia
Zijin Mansion,"Though its name means purple and gold, this cosy dining",ONE_STAR,Beijing,China Mainland,39.916259,116.414122,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7dbb08ca74dd4dd2b52fb47179f58ddd,,Cantonese,,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zijin-mansion,
Zilte,Zilte aims to bring you an emotional dining experience. Savour,THREE_STARS,Antwerpen,Belgium,51.2287189,4.4049639,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/99371ec2933541d6b65c40aa25abf583,Viki Geunes,Creative,,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte
Zortziko,One of Bilbao’s leading gastronomic icons which opened its,ONE_STAR,Bilbao,Spain,43.2645266,-2.929366,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1fcc286a5cfc4f40bb590b092a76e76f,Daniel García Gómez,Contemporary,,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/zortziko,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/zortziko
Zout & Citroen,Bram Helleman has the talent to create profound nuances with,ONE_STAR,Oosterhout,Netherlands,51.6403763,4.8594267,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/31c22e616392470d911efb2551c24e23,Bram Helleman,Creative,,https://guide.michelin.com/en/noord-brabant/oosterhout/restaurant/zout-citroen,https://guide.michelin.com/en/noord-brabant/oosterhout/restaurant/zout-citroen
Zuberoa,This restaurant is family run and occupies a delightful Basque,ONE_STAR,Oiartzun,Spain,43.2931162,-1.8662787,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3a24cb05c33843d29621849d545a1454,Hilario Arbelaitz,Classic Cuisine,,https://guide.michelin.com/en/pais-vasco/oiartzun/restaurant/zuberoa,https://guide.michelin.com/en/pais-vasco/oiartzun/restaurant/zuberoa
Zuicho,The head chef worked in some revered establishments in Tokyo,ONE_STAR,Hong Kong,Hong Kong,22.2850591,114.1521406,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b79760562f78416cb5e25e7e1123eec5,Fumio SUZUKI,Japanese,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zuicho,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/zuicho
Zum Löwen,This restaurant is set in a superb renovation of an,ONE_STAR,Tisens,Italy,46.5635107,11.1694582,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a5c49aa9d8364d28855b89f655498c64,Anna Matscher,Creative,,https://guide.michelin.com/en/trentino-alto-adige/tesimo/restaurant/zum-lowen,https://guide.michelin.com/en/trentino-alto-adige/tesimo/restaurant/zum-lowen
Zum Äusseren Stand,This restaurant is housed in a building steeped in history,ONE_STAR,Berne,Switzerland,46.9487979,7.4458992,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/09622922649148ca932576d4dcad1758,Fabio Toffolon,Contemporary,International,https://guide.michelin.com/en/bern-region/bern/restaurant/zum-ausseren-stand,https://guide.michelin.com/en/bern-region/bern/restaurant/zum-ausseren-stand
Zur Gedult,If you fancy a good meal in a relaxed atmosphere,ONE_STAR,Burgdorf,Switzerland,47.0572771,7.6266325,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e94cbfdfb5b3439396a1ba36ae4b6335,Lukas Kiener,International,,https://guide.michelin.com/en/bern-region/burgdorf/restaurant/zur-gedult,https://guide.michelin.com/en/bern-region/burgdorf/restaurant/zur-gedult
Zur Krone,It's no wonder this cosy and contemporary little restaurant,ONE_STAR,Neupotz,Germany,49.1175119,8.3194838,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ecbc3b71d44c4018b02ffc20bbbf22be,Faycal Bettioui,Market Cuisine,Classic Cuisine,https://guide.michelin.com/en/rheinland-pfalz/neupotz/restaurant/zur-krone523604,https://guide.michelin.com/en/rheinland-pfalz/neupotz/restaurant/zur-krone523604
Zur Post,"The restaurant in this traditional-style hotel is bright, modern",ONE_STAR,Odenthal,Germany,51.0324091,7.1150119,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/81bd1c5f8a314b3aa2a2df039131b13c,Alejandro Wilbrand,Modern Cuisine,,https://guide.michelin.com/en/nordrhein-westfalen/odenthal/restaurant/zur-post83223,https://guide.michelin.com/en/nordrhein-westfalen/odenthal/restaurant/zur-post83223
Zur Post,The Pankert family has been delighting food lovers for three,ONE_STAR,Saint Vith,Belgium,50.28043,6.12611,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/bd41c38f988440f3b20f63ae936bf58d,Eric Pankert,Modern Cuisine,,https://guide.michelin.com/en/liege/sankt-vith/restaurant/zur-post210392,https://guide.michelin.com/en/liege/sankt-vith/restaurant/zur-post210392
Zur Rose,Although this restaurant has been one of the best Michelin,ONE_STAR,San Michele,Italy,46.455093,11.258857,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6215ebe997fd4e0abc3bb881b6832c83,Herbert e Daniel Hintner,Classic Cuisine,Contemporary,https://guide.michelin.com/en/trentino-alto-adige/trentino-alto-adige-san-michele/restaurant/zur-rose,https://guide.michelin.com/en/trentino-alto-adige/trentino-alto-adige-san-michele/restaurant/zur-rose
Zur Tant,"Run as a family business for many years now, this",ONE_STAR,Cologne,Deutschland,50.8520887,7.0086038,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d4e2a4cb-4d6a-4005-8e71-d260fbb3e8c7.jpg,Thomas Lösche,Classic Cuisine,Market Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/zur-tant,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/zur-tant
ZweiSinn Meiers | Fine Dining,You can really taste the years of experience in top,ONE_STAR,Nuremberg,Deutschland,49.4641108,11.1184521,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/27370321-b0a9-4650-acbe-4fa25d37cf69.jpg,Stefan Meier,Creative,Modern Cuisine,https://guide.michelin.com/en/bayern/nurnberg/restaurant/zweisinn-meiers-fine-dining,https://guide.michelin.com/en/bayern/nurnberg/restaurant/zweisinn-meiers-fine-dining
Zén,The celebrity chef of Frantzén fame opened his third Asian,THREE_STARS,Singapore,Singapore,1.2796271,103.84042,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/05d76f85-9889-4a5d-8fe9-0f46a88779c9.jpg,Tristin FARMER,European Contemporary,,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/zen,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zen
[KOOK] 36,"A friendly, modern restaurant in a quiet residential area, where",ONE_STAR,Moos bei Deggendorf,Deutschland,48.7514993,12.9677711,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e6b4e0d0-15f9-4d64-b97c-3ab75393c123.jpg,Daniel Klein,Creative,Modern Cuisine,https://guide.michelin.com/en/bayern/moos-bei-deggendorf/restaurant/kook-36,https://guide.michelin.com/en/bayern/moos-bei-deggendorf/restaurant/kook-36
[aend],"The clean and minimalist design immediately catches the eye, as",ONE_STAR,Vienna,Austria,48.1896429,16.3410168,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/44a4f210-9a09-4cc3-89ed-554d35ebb6b9.jpg,Fabian Günzel,Modern Cuisine,,https://guide.michelin.com/at/en/vienna/wien/restaurant/aend,https://guide.michelin.com/en/vienna/wien/restaurant/aend
a canto,This chef’s creed is to offer fare that interweaves,ONE_STAR,Osaka,Japan,34.678915,135.515716,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8f7074ea614c4d5cab0f706c10af868f,Takashi MURATA,Italian,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/a-canto,https://guide.michelin.com/en/osaka-region/osaka/restaurant/a-canto
abysse,Chef Kotaro Meguro became fascinated with fish cookery while training,ONE_STAR,Tokyo,Japan,35.667003,139.7188106,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/78701083-0bf0-4772-ab93-9a646178e5e9.jpg,Kotaro MEGURO,French,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/abysse,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/abysse
ad hoc,The well-paced set menus use seasonal ingredients together with,ONE_STAR,Osaka,Japan,34.6941335,135.4890483,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a0cd9089-a33a-499b-8d12-af14b7cd958d.JPG,Tatsuhiro TAKAYAMA,French,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/ad-hoc-1193091,https://guide.michelin.com/en/osaka-region/osaka/restaurant/ad-hoc-1193091
agnel d'or,Owner-chef Akinari Fujita made a point of studying the,ONE_STAR,Osaka,Japan,34.682548,135.490981,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/48bc4888-eea2-4312-afcd-2531fa377b70.jpeg,Akinari FUJITA,French,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/agnel-d-or,https://guide.michelin.com/en/osaka-region/osaka/restaurant/agnel-d-or
alchemilla,Alchemilla occupies six red-brick vaulted arches of a Victorian,ONE_STAR,Nottingham,United Kingdom,52.9550168,-1.1655005,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/934dde9bc22d4a72b89cddae2aa8631d,Alex Bond,Modern British,,https://guide.michelin.com/gb/en/nottingham-region/nottingham/restaurant/alchemilla530690,https://guide.michelin.com/en/nottingham-region/nottingham/restaurant/alchemilla530690
alla Prima,Chef Kim Jin-hyuk continues to attract discerning gourmets with,TWO_STARS,SEOUL,South Korea,37.51346,127.02602,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b454b2e8-f097-4cd8-b97a-c06ac4c38741.jpg,Jin-hyuk KIM,Innovative,,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/alla-prima
ammolite - The Lighthouse Restaurant,The restaurant on the ground floor of the lighthouse offers,TWO_STARS,Rust,Germany,48.259724,7.7251226,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/42d68521de4b4aaa8ff285d1554e6059,Peter Hagen-Wiest,Modern Cuisine,Classic French,https://guide.michelin.com/en/baden-wurttemberg/rust/restaurant/ammolite-the-lighthouse-restaurant,https://guide.michelin.com/en/baden-wurttemberg/rust/restaurant/ammolite-the-lighthouse-restaurant
astrein,A friendly and lively atmosphere reigns in the small restaurant,ONE_STAR,Cologne,Germany,50.9513625,6.9520487,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/53467b9a-d4ef-4a6c-be5f-23723b321ba9.jpg,Eric Werner,Classic Cuisine,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/astrein,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/astrein
au deco,The chef’s theme for his dishes is ‘classic French,ONE_STAR,Tokyo,Japan,35.647632,139.720263,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0fdaa01e-681c-40f9-8a77-65ecefc67d74.jpg,Satoshi KAKEGAWA,French,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/au-deco,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/au-deco
a|o|c,"This spacious, simply decorated restaurant is housed in the vaulted",TWO_STARS,Copenhagen,Denmark,55.6831927,12.5889875,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3c09ce5e-bf18-4e84-aa4b-aa3722e7b36f.JPG,Søren Selin,Modern Cuisine,,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/a%E2%80%9Ao%E2%80%9Ac,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/a%E2%80%9Ao%E2%80%9Ac
bhoga,The knowledgeable team here know both the menu and the,ONE_STAR,Gothenburg,Sweden,57.7062968,11.9621856,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3b3e9419-13ca-405a-adde-6e166f539773.JPG,Gustav Knutsson,Creative,,https://guide.michelin.com/se/en/vastra-gotaland/gothenburg/restaurant/bhoga,https://guide.michelin.com/en/vastra-gotaland/gothenburg/restaurant/bhoga
bianc,Mediterranean cuisine in a modern and creative style – this is,TWO_STARS,Hamburg,Germany,53.5430154,9.9943521,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/67b1630e-e584-449a-b86f-19c76e176c10.jpg,Matteo Ferrantino,Creative,Mediterranean Cuisine,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/bianc,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/bianc
bon bon,Christophe Hardiquest invites you on an adventure. A quest for,TWO_STARS,Woluwe-Saint-Pierre,Belgium,50.822776,4.44663,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ba44450ad35d42509cbe6f731ea7ff09,Christophe Hardiquest,Creative,Organic,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-pierre/restaurant/bon-bon,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-pierre/restaurant/bon-bon
capi,"With a background in Italian cuisine, Daiki Ogawa decided not",ONE_STAR,Osaka,Japan,34.697954,135.497901,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a3c90b8a-94dd-4a20-bccc-49f77a6221e9.jpg,Daiki OGAWA,Innovative,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/capi,https://guide.michelin.com/en/osaka-region/osaka/restaurant/capi
cenci,"Born and raised in Kyoto, Ken Sakamoto creates Italian cuisine",ONE_STAR,Kyoto,Japan,35.017056,135.78024,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/37d12516-c77e-455a-826b-6c16ab27c0fa.jpg,Ken SAKAMOTO,Italian,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/cenci,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/cenci
d'Eugénie à Emilie,This elegant restaurant is the stage of a moving encounter,TWO_STARS,Baudour,Belgium,50.4833038,3.8379089,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/60065f065167418fb8d836b4428ed744,Eric Fernez,Classic French,Traditional Cuisine,https://guide.michelin.com/en/hainaut/baudour/restaurant/d-eugenie-a-emilie,https://guide.michelin.com/en/hainaut/baudour/restaurant/d-eugenie-a-emilie
daní maison,"A beautiful Mediterranean garden and a small, romantic dining room",TWO_STARS,Ischia,Italy,40.7265369,13.9481302,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6cd4300ceed74f9d981782fb004b3135,Nino Di Costanzo,Creative,Italian,https://guide.michelin.com/en/campania/ischia/restaurant/dani-maison,https://guide.michelin.com/en/campania/ischia/restaurant/dani-maison
dasRestaurant,(Currently limited opening hours due to Covid-19). An,ONE_STAR,Thun,Switzerland,46.744686,7.634247,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/506266b2bdf64ce2ab020d861a35bf82,Dominik Sato,Modern Cuisine,International,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant
dede,Turkish-born chef Ahmet Dede has made himself at home,ONE_STAR,Baltimore,Ireland,51.4835036,-9.3725309,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b3087eff73344bc6847ef1321d97dda9,Ahmet Dede,Modern Cuisine,,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/dede,https://guide.michelin.com/en/cork/ie-baltimore/restaurant/dede
der Schneider,The recently established restaurant in the Hotel Ambiente is modern,ONE_STAR,Dortmund,Germany,51.5125729,7.5329432,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b861ed61-24e7-4a74-a4da-547605ef2393.jpg,Phillip Schneider,Modern Cuisine,Creative,https://guide.michelin.com/en/nordrhein-westfalen/dortmund/restaurant/der-schneider,https://guide.michelin.com/en/nordrhein-westfalen/dortmund/restaurant/der-schneider
eMe Be Garrote,"The unique, completely renovated Basque - cum - Scandinavian interior of this",ONE_STAR,Donostia / San Sebastián,Spain,43.3011123,-2.0099694,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7e1e415b01854f80abb14a6ee1621553,Javier Izquierdo Beltrán,Contemporary,,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/eme-be-garrote,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/eme-be-garrote
einsunternull,"Silvio Pfeufer, a real talent of Berlin's restaurant scene",ONE_STAR,Berlin,Germany,52.5271542,13.3860308,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8a1fb9d4-e606-4c8d-a6d2-f0f04aab8fde.jpg,Silvio Pfeufer,Creative,Contemporary,https://guide.michelin.com/en/berlin-region/berlin/restaurant/einsunternull,https://guide.michelin.com/en/berlin-region/berlin/restaurant/einsunternull
ernst,"Somewhat unprepossessing from the outside, inside Ernst is stylish and",ONE_STAR,Berlin,Deutschland,52.5446894,13.3679611,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4139b343-c37f-4fd8-8382-8c02cf8992ed.jpg,Dylan Watson-Brawn,Creative,Modern Cuisine,https://guide.michelin.com/en/berlin-region/berlin/restaurant/ernst,https://guide.michelin.com/en/berlin-region/berlin/restaurant/ernst
essência,Portuguese chef-owner Tiago and his Hungarian wife Éva have,ONE_STAR,Budapest,Hungary,47.5010955,19.0521322,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0ff9e1ee43754364a5bd13432f5a3981,Tiago Sabarigo,Hungarian,Portuguese,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/essencia,https://guide.michelin.com/en/central-hungary/budapest/restaurant/essencia
est,The name of the restaurant takes the first letters of,ONE_STAR,Tokyo,Japan,35.688162,139.763396,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e01b5f28-ce28-4906-93ce-895a057d1974.jpeg,Guillaume BRACAVAL,French,French Contemporary,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/est,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/est
ex Maison Jeunet/Hôtel de Paris,"Without forgoing Jean-Paul Jeunet’s gastronomic heritage, Steven Naessens",TWO_STARS,Arbois,France,46.902792,5.7726748,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4a5c5cc6-e4ad-4229-8894-e5ef55c15b6e.jpg,Steven Naessens,Creative,,https://guide.michelin.com/en/bourgogne-franche-comte/arbois/restaurant/maison-jeunet,https://guide.michelin.com/en/bourgogne-franche-comte/arbois/restaurant/maison-jeunet
faelt,This small restaurant in a listed building dating from 1903,ONE_STAR,Berlin,Germany,52.4892069,13.3548455,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/217806ab-3e3a-4ff6-8d87-4da87b11c11c.jpg,BjÃ¶rn Swanson,Regional Cuisine,Modern Cuisine,https://guide.michelin.com/en/berlin-region/berlin/restaurant/faelt,https://guide.michelin.com/en/berlin-region/berlin/restaurant/faelt
ferment,In this elegant restaurant you can look forward to a,ONE_STAR,Münster,Germany,51.9527073,7.5538075,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8b27cc5c-4eff-4af8-871f-e7b7521cc0db.jpg,Laurin Kux,Creative,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/ferment,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/ferment
focus ATELIER,"The cuisine here is exceptional, displaying a real complexity of",TWO_STARS,Vitznau,Switzerland,47.0149066,8.4783587,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2e68349e-cca4-4eab-acfc-8432054cbaa9.jpg,Patrick Mahler,Creative,,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus
formel B,The friendly team create a relaxed environment at this appealing,ONE_STAR,Copenhagen,Denmark,55.6706842,12.5355099,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2130dc98aa3a4ebf840a9ac378ab8a49,Kristian Arpe-Møller,Modern Cuisine,,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/formel-b,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/formel-b
